,Geography,Gender,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2614,Germany,Female,YES,NO,128881.87,YES
2615,France,Male,YES,YES,85101.0,NO
2616,Spain,Male,NO,NO,149822.04,NO
2617,Germany,Male,NO,YES,108040.86,YES
2618,France,Female,NO,NO,135795.53,NO
2619,Spain,Male,NO,NO,25867.67,YES
2620,France,Male,YES,NO,130483.56,NO
2621,France,Female,YES,NO,183479.12,NO
2622,Germany,Male,YES,YES,77027.34,NO
2623,France,Female,NO,NO,94141.75,NO
2624,Spain,Female,NO,NO,4092.75,NO
2625,Germany,Male,YES,NO,109257.59,NO
2626,Germany,Female,NO,YES,104617.99,NO
2627,Germany,Male,YES,NO,167705.07,NO
2628,Germany,Male,YES,YES,103712.05,YES
2629,Spain,Female,NO,NO,161242.99,YES
2630,Germany,Female,YES,NO,6089.13,NO
2631,France,Male,YES,YES,159777.37,NO
2632,Spain,Male,YES,YES,7919.08,NO
2633,France,Male,YES,YES,188274.6,NO
2634,Spain,Female,YES,NO,27608.12,YES
2635,France,Female,YES,YES,183569.25,NO
2636,Spain,Male,YES,YES,145537.32,NO
2637,France,Female,YES,NO,164717.95,NO
2638,France,Male,YES,YES,76357.43,NO
2639,Germany,Female,YES,NO,120158.72,YES
2640,Spain,Female,YES,NO,151843.54,NO
2641,Germany,Female,NO,YES,5698.97,NO
2642,Spain,Female,YES,NO,122865.55,NO
2643,France,Male,YES,YES,152665.85,NO
2644,France,Male,NO,YES,192131.77,NO
2645,France,Male,YES,YES,62851.6,NO
2646,Spain,Female,YES,NO,140941.47,NO
2647,France,Male,NO,NO,56767.67,YES
2648,France,Male,YES,YES,177235.23,NO
2649,France,Female,YES,NO,86242.18,NO
2650,France,Male,YES,NO,34215.58,NO
2651,Germany,Male,NO,YES,44406.17,NO
2652,France,Female,YES,NO,165196.65,NO
2653,Spain,Male,YES,NO,34542.41,NO
2654,France,Male,YES,NO,74838.64,YES
2655,Germany,Male,YES,NO,36980.54,NO
2656,Spain,Female,NO,YES,111676.63,NO
2657,France,Male,YES,YES,25858.68,NO
2658,Germany,Male,NO,NO,177028.0,YES
2659,France,Female,YES,NO,30990.16,YES
2660,France,Female,YES,YES,136915.15,NO
2661,France,Female,YES,NO,108457.99,YES
2662,France,Female,NO,NO,131609.48,YES
2663,Spain,Male,NO,YES,159737.56,NO
2664,France,Male,YES,YES,142238.54,NO
2665,Germany,Male,YES,NO,105890.55,YES
2666,France,Female,YES,YES,194270.91,NO
2667,France,Male,YES,YES,105443.47,NO
2668,France,Male,YES,NO,173899.42,YES
2669,France,Female,YES,NO,122823.34,NO
2670,France,Female,NO,YES,13181.37,YES
2671,Spain,Male,NO,YES,140780.8,NO
2672,France,Male,NO,NO,78560.64,NO
2673,France,Male,YES,NO,185855.21,NO
2674,France,Male,YES,NO,128276.95,NO
2675,Germany,Male,YES,YES,140197.42,NO
2676,Germany,Male,YES,NO,32462.39,YES
2677,France,Female,YES,YES,162253.9,NO
2678,France,Female,YES,NO,30498.7,NO
2679,Spain,Female,YES,YES,90280.7,NO
2680,France,Female,YES,NO,32615.21,NO
2681,Germany,Male,NO,NO,196142.26,NO
2682,Germany,Female,YES,NO,16998.72,NO
2683,Spain,Female,NO,YES,62980.96,NO
2684,Spain,Female,NO,NO,185660.3,NO
2685,France,Male,YES,YES,77331.77,NO
2686,Germany,Female,NO,YES,97338.62,NO
2687,France,Male,NO,NO,67234.33,NO
2688,Germany,Male,YES,YES,143783.28,NO
2689,France,Male,NO,YES,77661.12,YES
2690,Spain,Male,YES,NO,89123.99,NO
2691,France,Female,YES,NO,70810.8,NO
2692,France,Male,NO,NO,17550.49,NO
2693,France,Male,NO,YES,21497.27,NO
2694,Germany,Male,NO,YES,124749.08,NO
2695,Germany,Female,YES,NO,36051.46,YES
2696,Spain,Female,YES,YES,143681.83,NO
2697,France,Male,YES,YES,150694.58,NO
2698,France,Female,YES,NO,170487.4,YES
2699,Germany,Female,YES,YES,97684.46,NO
2700,France,Male,YES,NO,53520.03,NO
2701,France,Female,YES,NO,15200.61,NO
2702,France,Female,NO,YES,196894.62,NO
2703,Germany,Male,YES,NO,4969.13,YES
2704,France,Male,NO,NO,26229.24,NO
2705,Spain,Female,YES,NO,134034.32,NO
2706,France,Male,YES,YES,198032.93,NO
2707,France,Female,NO,NO,119882.86,NO
2708,Spain,Female,YES,YES,133102.3,NO
2709,France,Male,NO,NO,176395.02,NO
2710,Germany,Male,YES,YES,193179.88,NO
2711,France,Female,YES,YES,125062.02,NO
2712,Germany,Female,YES,NO,143287.58,NO
2713,Spain,Male,NO,YES,87236.4,NO
2714,France,Female,YES,YES,93769.89,NO
2715,France,Male,NO,YES,88965.46,NO
2716,France,Male,YES,YES,30793.61,NO
2717,Germany,Male,YES,YES,74532.02,NO
2718,France,Female,NO,YES,113086.08,NO
2719,Germany,Female,YES,NO,32574.01,YES
2720,Spain,Female,NO,YES,130113.78,YES
2721,Germany,Female,YES,YES,104722.47,YES
2722,France,Female,YES,YES,14559.62,NO
2723,France,Female,YES,YES,598.8,NO
2724,Germany,Female,YES,NO,129697.99,NO
2725,France,Female,YES,YES,36315.03,NO
2726,Germany,Female,NO,NO,1114.12,NO
2727,Germany,Male,YES,YES,70954.41,NO
2728,Germany,Male,YES,YES,73470.98,NO
2729,France,Male,YES,NO,91573.19,NO
2730,Spain,Male,NO,NO,3154.95,NO
2731,France,Female,YES,YES,88187.81,NO
2732,Germany,Female,YES,NO,118855.26,YES
2733,France,Male,YES,NO,125256.53,NO
2734,Germany,Female,NO,YES,39016.43,NO
2735,Germany,Female,YES,NO,145796.49,NO
2736,Germany,Male,YES,NO,168816.22,NO
2737,France,Male,NO,YES,73322.0,NO
2738,Spain,Male,NO,NO,113677.53,YES
2739,France,Male,NO,NO,124607.7,NO
2740,Germany,Male,YES,YES,11276.48,NO
2741,France,Female,YES,NO,136620.64,NO
2742,France,Female,YES,YES,70523.92,NO
2743,France,Male,YES,NO,51980.25,YES
2744,Spain,Male,YES,NO,113481.02,NO
2745,Germany,Male,YES,YES,49025.79,NO
2746,France,Male,YES,YES,145937.99,NO
2747,France,Female,YES,YES,25161.61,NO
2748,Germany,Male,YES,NO,175753.55,YES
2749,France,Male,YES,YES,24903.09,NO
2750,France,Female,YES,YES,169719.35,YES
2751,France,Male,YES,YES,179565.57,NO
2752,Spain,Female,NO,NO,115337.74,YES
2753,France,Female,NO,NO,48131.92,NO
2754,France,Male,YES,YES,160828.98,NO
2755,Spain,Male,NO,YES,145151.96,NO
2756,France,Male,YES,YES,196293.76,NO
2757,France,Female,YES,NO,161653.5,YES
2758,France,Male,NO,NO,84635.64,NO
2759,France,Male,YES,NO,159486.76,NO
2760,Germany,Male,YES,YES,38596.34,NO
2761,Germany,Male,YES,YES,27814.74,NO
2762,Germany,Male,YES,YES,183893.31,NO
2763,Germany,Female,YES,YES,140803.7,NO
2764,France,Male,NO,YES,146585.53,NO
2765,France,Male,YES,YES,40062.29,NO
2766,France,Male,YES,YES,181300.32,NO
2767,Germany,Female,YES,YES,84136.12,NO
2768,France,Male,YES,YES,197594.34,NO
2769,Germany,Female,YES,NO,125953.83,YES
2770,France,Female,YES,YES,75465.41,NO
2771,Germany,Male,YES,NO,177737.07,NO
2772,Germany,Female,YES,YES,7144.46,NO
2773,France,Male,NO,NO,155639.76,NO
2774,France,Female,YES,YES,162428.05,NO
2775,Spain,Male,YES,YES,12457.76,YES
2776,France,Male,NO,NO,14917.09,NO
2777,Germany,Female,YES,NO,182184.09,YES
2778,Spain,Female,YES,YES,129984.2,NO
2779,Germany,Male,NO,YES,194872.97,NO
2780,Spain,Male,YES,YES,117507.11,NO
2781,Germany,Female,YES,YES,157527.6,YES
2782,France,Male,NO,NO,92612.88,NO
2783,France,Female,NO,NO,74850.84,NO
2784,Germany,Female,NO,YES,127413.0,NO
2785,France,Male,NO,NO,69584.3,YES
2786,Germany,Female,YES,NO,198814.24,YES
2787,France,Male,YES,NO,162643.15,YES
2788,Germany,Male,YES,NO,114092.52,NO
2789,Spain,Male,YES,NO,68860.3,YES
2790,Germany,Male,YES,YES,16150.34,NO
2791,Spain,Female,YES,YES,115227.02,NO
2792,France,Female,NO,YES,170621.55,NO
2793,Germany,Male,YES,NO,103099.22,NO
2794,France,Male,NO,NO,172495.81,YES
2795,France,Female,NO,YES,38772.82,NO
2796,France,Female,YES,YES,44946.29,NO
2797,Germany,Male,NO,YES,146007.7,NO
2798,Germany,Male,YES,NO,145558.42,NO
2799,France,Male,YES,NO,193312.33,NO
2800,France,Male,YES,NO,40257.79,NO
2801,Spain,Male,YES,YES,46677.9,NO
2802,France,Male,YES,YES,153887.93,YES
2803,Germany,Female,YES,YES,103108.33,NO
2804,France,Female,YES,YES,58652.23,NO
2805,France,Female,YES,NO,91624.11,YES
2806,Spain,Male,YES,NO,65986.48,YES
2807,France,Male,YES,NO,113845.19,NO
2808,France,Male,YES,YES,67607.9,NO
2809,France,Female,YES,YES,145471.94,NO
2810,France,Female,YES,YES,124071.71,NO
2811,Spain,Female,YES,YES,67502.12,NO
2812,France,Male,YES,YES,78707.97,NO
2813,France,Female,YES,NO,171189.83,YES
2814,Germany,Female,YES,NO,149381.32,NO
2815,Germany,Male,YES,NO,100335.55,NO
2816,France,Male,YES,NO,152698.24,NO
2817,Spain,Female,YES,YES,41192.95,NO
2818,France,Male,YES,NO,132540.33,NO
2819,France,Female,YES,NO,96875.52,NO
2820,France,Female,YES,YES,152305.47,NO
2821,Spain,Female,YES,YES,49672.01,NO
2822,Spain,Female,YES,NO,133997.53,NO
2823,Germany,Female,NO,YES,50454.8,NO
2824,France,Male,YES,YES,16402.11,NO
2825,France,Male,YES,YES,67803.83,NO
2826,France,Female,YES,NO,9241.78,NO
2827,France,Male,NO,YES,100601.73,NO
2828,Spain,Male,NO,NO,98734.15,NO
2829,Germany,Male,YES,YES,160574.09,NO
2830,Spain,Male,NO,YES,26015.8,NO
2831,France,Female,NO,NO,187172.54,NO
2832,France,Male,YES,YES,55763.66,NO
2833,Spain,Male,YES,NO,75848.22,NO
2834,France,Male,NO,NO,40313.47,NO
2835,Spain,Male,YES,YES,23864.21,NO
2836,France,Male,YES,YES,51380.9,NO
2837,Germany,Female,NO,YES,93551.36,NO
2838,Spain,Female,NO,NO,169415.54,NO
2839,Germany,Female,YES,YES,6935.31,NO
2840,Spain,Male,YES,NO,25399.7,NO
2841,France,Male,YES,NO,66256.27,NO
2842,Spain,Male,YES,YES,114709.13,YES
2843,Germany,Male,YES,YES,158357.97,NO
2844,France,Male,NO,YES,164815.59,NO
2845,Germany,Male,YES,NO,132127.69,YES
2846,Germany,Male,YES,NO,146637.45,NO
2847,Spain,Male,YES,NO,90256.06,YES
2848,France,Female,YES,YES,34827.43,NO
2849,France,Male,NO,NO,22074.48,NO
2850,France,Female,NO,YES,109805.17,NO
2851,France,Female,YES,NO,100478.6,YES
2852,France,Male,YES,YES,97416.34,NO
2853,France,Male,YES,YES,24207.86,YES
2854,France,Male,NO,NO,69132.66,NO
2855,Spain,Female,YES,YES,9376.89,NO
2856,Germany,Female,YES,NO,43046.7,YES
2857,Spain,Male,NO,YES,20856.31,NO
2858,France,Male,NO,NO,187048.72,NO
2859,Spain,Male,YES,NO,53420.53,NO
2860,France,Male,YES,NO,37013.29,NO
2861,France,Female,YES,NO,89566.64,NO
2862,Germany,Male,NO,NO,149913.84,NO
2863,France,Female,YES,NO,18066.69,NO
2864,Germany,Male,YES,YES,26912.34,NO
2865,France,Male,YES,YES,173511.72,NO
2866,France,Female,YES,YES,146785.44,NO
2867,Spain,Female,NO,YES,1050.33,NO
2868,Spain,Male,YES,NO,89587.34,YES
2869,France,Male,YES,NO,74405.34,NO
2870,France,Female,NO,YES,54409.48,NO
2871,Spain,Male,YES,NO,3647.57,NO
2872,Spain,Male,YES,NO,198874.52,YES
2873,Germany,Female,YES,YES,53412.54,NO
2874,Germany,Male,YES,NO,194867.78,NO
2875,Spain,Female,YES,NO,150452.88,NO
2876,Spain,Female,YES,YES,57807.05,NO
2877,Spain,Male,YES,YES,107534.32,NO
2878,Spain,Female,YES,NO,194073.33,NO
2879,Germany,Female,YES,NO,126233.18,YES
2880,Germany,Female,YES,NO,182354.46,YES
2881,Germany,Female,YES,YES,120586.32,NO
2882,France,Male,YES,YES,50578.4,NO
2883,France,Female,YES,YES,86575.46,NO
2884,France,Female,NO,YES,153392.28,NO
2885,Spain,Male,YES,NO,115509.59,NO
2886,France,Female,YES,NO,82176.48,NO
2887,Germany,Female,YES,NO,63717.49,NO
2888,Germany,Male,YES,YES,198745.94,NO
2889,France,Female,NO,YES,5719.11,NO
2890,Spain,Male,NO,NO,20058.61,NO
2891,Germany,Female,YES,NO,170638.98,NO
2892,France,Male,YES,NO,30607.11,NO
2893,France,Male,NO,NO,37171.46,NO
2894,France,Male,YES,YES,42589.33,NO
2895,Germany,Male,YES,YES,66799.28,NO
2896,France,Female,NO,YES,101866.39,NO
2897,Germany,Female,YES,NO,49284.0,NO
2898,France,Male,YES,NO,27445.4,YES
2899,France,Female,YES,NO,70760.69,NO
2900,Spain,Female,NO,YES,104502.02,YES
2901,France,Male,YES,YES,165407.96,NO
2902,France,Female,YES,YES,113580.79,NO
2903,France,Female,YES,YES,45978.39,NO
2904,France,Female,YES,YES,152012.36,NO
2905,Germany,Male,NO,YES,77349.92,NO
2906,Spain,Male,YES,NO,47322.05,NO
2907,France,Female,YES,YES,38772.65,NO
2908,France,Male,YES,YES,24489.44,NO
2909,Germany,Male,YES,YES,14466.08,NO
2910,France,Male,NO,NO,63142.12,NO
2911,France,Female,YES,NO,41858.43,NO
2912,Germany,Male,YES,YES,127443.82,YES
2913,France,Female,YES,YES,84151.98,NO
2914,France,Male,NO,NO,58595.64,NO
2915,Germany,Female,YES,NO,37240.11,YES
2916,France,Male,YES,NO,114522.68,YES
2917,France,Male,YES,YES,72549.27,YES
2918,Germany,Female,YES,NO,176712.59,YES
2919,Spain,Female,NO,NO,152855.96,NO
2920,France,Female,YES,YES,73371.65,NO
2921,Germany,Female,YES,YES,70323.68,NO
2922,Spain,Male,NO,NO,9663.28,NO
2923,Germany,Male,YES,YES,142514.66,NO
2924,Germany,Female,YES,NO,118623.94,NO
2925,France,Female,YES,YES,68400.14,NO
2926,France,Male,YES,YES,115291.86,NO
2927,France,Male,YES,YES,170382.99,NO
2928,Germany,Female,YES,NO,112946.67,YES
2929,Germany,Male,YES,YES,79812.77,NO
2930,Germany,Male,YES,NO,19862.78,NO
2931,Germany,Female,YES,NO,158610.89,NO
2932,France,Female,YES,NO,191212.63,YES
2933,Spain,Male,YES,NO,61931.21,NO
2934,France,Male,YES,YES,58043.02,YES
2935,Spain,Male,YES,NO,22247.27,NO
2936,France,Male,YES,YES,31448.52,NO
2937,Spain,Male,YES,NO,146875.86,NO
2938,France,Male,YES,YES,116081.93,NO
2939,France,Female,NO,YES,73669.94,YES
2940,Spain,Female,YES,YES,93959.96,NO
2941,Spain,Female,NO,YES,158918.03,NO
2942,France,Female,YES,YES,198193.75,NO
2943,France,Female,NO,NO,13160.03,NO
2944,France,Male,YES,NO,4660.91,NO
2945,Germany,Male,NO,NO,180197.74,YES
2946,France,Male,YES,YES,63023.02,NO
2947,France,Male,NO,YES,118971.74,NO
2948,France,Female,NO,NO,154700.61,NO
2949,Spain,Male,YES,YES,97577.17,NO
2950,Spain,Female,YES,YES,48990.5,NO
2951,Germany,Male,YES,YES,140262.96,YES
2952,France,Male,YES,NO,130189.53,NO
2953,France,Female,YES,YES,16301.91,NO
2954,France,Female,YES,NO,126962.41,NO
2955,France,Female,YES,YES,158750.53,NO
2956,France,Male,YES,NO,199644.2,NO
2957,France,Female,YES,YES,144272.71,YES
2958,France,Male,NO,YES,98320.27,NO
2959,France,Male,YES,NO,64129.03,NO
2960,Germany,Female,YES,NO,181221.09,NO
2961,Spain,Male,YES,YES,163809.08,NO
2962,France,Male,YES,YES,171457.06,YES
2963,France,Female,NO,YES,15801.02,NO
2964,France,Male,NO,NO,102950.79,NO
2965,Germany,Male,YES,NO,174918.46,NO
2966,France,Male,YES,NO,193160.25,YES
2967,Germany,Female,NO,NO,5831.0,YES
2968,Spain,Female,YES,YES,82298.59,NO
2969,France,Male,NO,NO,130686.59,NO
2970,France,Male,NO,YES,52885.23,YES
2971,Spain,Male,YES,NO,68985.99,NO
2972,Spain,Male,YES,NO,35367.19,NO
2973,France,Female,YES,YES,196241.94,YES
2974,Germany,Male,YES,YES,170705.53,NO
2975,France,Male,YES,YES,126477.41,NO
2976,France,Male,YES,YES,159618.17,NO
2977,Spain,Female,YES,NO,195395.33,YES
2978,France,Female,NO,YES,168285.85,NO
2979,France,Male,YES,YES,138052.51,NO
2980,Spain,Female,YES,NO,71179.31,NO
2981,Germany,Male,YES,NO,55556.3,NO
2982,Spain,Female,YES,NO,31705.19,NO
2983,Germany,Male,YES,YES,186118.93,NO
2984,France,Male,YES,YES,195580.28,NO
2985,France,Male,YES,NO,54113.38,NO
2986,Germany,Male,YES,NO,127528.84,NO
2987,Germany,Female,NO,NO,60231.74,YES
2988,France,Male,YES,NO,156878.42,YES
2989,Spain,Female,YES,NO,182784.11,YES
2990,Germany,Male,NO,NO,129690.5,NO
2991,France,Male,YES,NO,113860.81,NO
2992,France,Female,NO,YES,184524.74,NO
2993,Spain,Female,YES,YES,36124.98,NO
2994,France,Female,NO,YES,121316.07,NO
2995,France,Female,YES,NO,185630.76,NO
2996,Spain,Female,YES,NO,71133.12,NO
2997,France,Female,NO,YES,32020.42,NO
2998,France,Male,YES,NO,162760.96,NO
2999,France,Male,NO,YES,175178.56,NO
3000,France,Female,NO,YES,177099.71,NO
3001,Spain,Female,YES,YES,66406.37,NO
3002,Germany,Female,NO,NO,59559.81,NO
3003,France,Male,NO,YES,175750.21,NO
3004,Germany,Male,YES,YES,174311.3,NO
3005,France,Male,YES,NO,171716.81,NO
3006,France,Female,YES,NO,189362.39,YES
3007,France,Male,NO,YES,180716.1,YES
3008,France,Male,NO,YES,116977.89,NO
3009,France,Male,YES,YES,185105.44,NO
3010,France,Male,YES,NO,35046.97,YES
3011,Spain,Male,YES,NO,36251.0,NO
3012,France,Female,YES,NO,103174.5,NO
3013,France,Female,YES,NO,122642.09,NO
3014,Spain,Male,YES,NO,122937.57,NO
3015,Germany,Male,YES,NO,8757.39,NO
3016,France,Male,NO,YES,125782.29,NO
3017,Spain,Female,YES,NO,122487.73,NO
3018,France,Female,YES,NO,20066.38,NO
3019,France,Male,YES,YES,55473.15,NO
3020,France,Female,NO,NO,38962.94,NO
3021,France,Male,YES,YES,63795.8,NO
3022,Spain,Female,YES,YES,163060.43,NO
3023,France,Male,YES,NO,26578.69,NO
3024,Germany,Male,NO,YES,5066.76,NO
3025,France,Female,YES,YES,140497.67,NO
3026,France,Male,NO,NO,146156.98,NO
3027,France,Female,NO,NO,199316.19,NO
3028,Germany,Female,YES,YES,103944.37,NO
3029,Spain,Male,YES,NO,138021.36,NO
3030,France,Male,NO,NO,68621.98,NO
3031,France,Female,YES,YES,28149.06,NO
3032,Spain,Female,YES,NO,135169.76,YES
3033,France,Female,YES,YES,116537.96,NO
3034,France,Male,YES,YES,105922.69,NO
3035,Germany,Male,NO,NO,88211.12,YES
3036,France,Male,YES,NO,26900.63,NO
3037,France,Male,YES,YES,3494.02,NO
3038,France,Male,YES,NO,113163.17,NO
3039,Spain,Female,YES,YES,19324.5,NO
3040,France,Male,YES,NO,189678.7,NO
3041,France,Male,YES,YES,26387.71,NO
3042,Germany,Female,NO,NO,106276.55,NO
3043,France,Female,YES,NO,45015.38,NO
3044,Spain,Male,YES,YES,173495.77,NO
3045,Germany,Male,YES,YES,52581.96,NO
3046,Germany,Female,NO,YES,146339.27,YES
3047,Spain,Male,YES,YES,182609.97,NO
3048,Spain,Female,YES,NO,197890.65,NO
3049,France,Male,YES,YES,6225.63,NO
3050,France,Female,YES,YES,123977.86,YES
3051,France,Male,YES,YES,170195.4,NO
3052,France,Male,YES,YES,114190.3,NO
3053,France,Female,YES,NO,27022.57,NO
3054,Spain,Male,NO,YES,59457.0,NO
3055,France,Male,YES,NO,165038.41,NO
3056,France,Male,YES,YES,154181.41,NO
3057,France,Male,YES,NO,134960.98,NO
3058,Spain,Female,YES,YES,65708.5,NO
3059,France,Female,NO,NO,117374.22,NO
3060,France,Female,YES,YES,77703.19,NO
3061,Germany,Male,YES,YES,177651.38,NO
3062,France,Female,YES,YES,60954.45,NO
3063,France,Male,YES,YES,151924.9,NO
3064,Spain,Male,YES,NO,26318.73,NO
3065,France,Male,YES,YES,147557.71,NO
3066,France,Female,YES,NO,125918.17,NO
3067,Germany,Male,YES,NO,190803.37,NO
3068,France,Female,YES,YES,11043.54,NO
3069,France,Male,YES,YES,119100.05,YES
3070,Spain,Male,YES,NO,140579.17,NO
3071,France,Male,NO,YES,37731.95,NO
3072,France,Female,YES,NO,1852.58,NO
3073,Germany,Female,YES,YES,172049.84,NO
3074,Germany,Female,YES,NO,133591.11,YES
3075,France,Male,YES,YES,192751.18,NO
3076,Germany,Female,YES,YES,193828.27,NO
3077,Germany,Male,YES,NO,55775.72,NO
3078,Spain,Female,YES,YES,102280.29,NO
3079,Germany,Female,NO,NO,44965.44,NO
3080,Spain,Male,YES,NO,170661.02,NO
3081,France,Male,NO,NO,197145.89,NO
3082,France,Female,YES,NO,192359.9,YES
3083,France,Male,YES,NO,141210.18,YES
3084,France,Female,YES,NO,100557.03,NO
3085,France,Female,YES,NO,130805.54,YES
3086,France,Female,YES,YES,92606.98,NO
3087,France,Male,YES,YES,123956.83,NO
3088,Germany,Male,YES,YES,102758.43,NO
3089,France,Male,YES,NO,94876.65,NO
3090,Spain,Female,NO,YES,94811.85,YES
3091,France,Male,NO,YES,67840.81,NO
3092,France,Female,NO,NO,4050.57,NO
3093,Spain,Male,NO,YES,134665.25,NO
3094,Germany,Female,NO,NO,181647.13,NO
3095,France,Male,YES,NO,33282.84,NO
3096,Germany,Male,NO,NO,27965.0,YES
3097,Germany,Male,YES,NO,68343.53,NO
3098,France,Female,YES,YES,198161.07,NO
3099,Spain,Male,YES,YES,196858.4,NO
3100,Germany,Male,YES,YES,120511.03,NO
3101,Germany,Male,YES,NO,30886.35,NO
3102,France,Female,YES,NO,2743.69,NO
3103,France,Female,YES,NO,167778.62,NO
3104,Germany,Male,YES,NO,132404.64,NO
3105,France,Female,YES,YES,144423.17,YES
3106,France,Female,YES,YES,181204.5,NO
3107,Spain,Female,YES,YES,182726.22,YES
3108,Spain,Female,YES,YES,120880.72,NO
3109,Germany,Female,NO,NO,26812.89,YES
3110,Germany,Female,YES,YES,66732.63,YES
3111,Germany,Male,YES,NO,100834.22,NO
3112,France,Female,YES,NO,107815.31,YES
3113,France,Male,YES,YES,34665.79,NO
3114,France,Female,YES,YES,147093.84,YES
3115,France,Male,YES,YES,36942.35,NO
3116,France,Female,YES,YES,16460.77,NO
3117,Spain,Male,NO,NO,45610.63,NO
3118,France,Male,YES,NO,184954.11,NO
3119,Germany,Female,NO,NO,47795.43,YES
3120,Spain,Female,YES,NO,196789.9,NO
3121,Germany,Male,YES,NO,173425.68,NO
3122,France,Male,YES,NO,36221.18,NO
3123,France,Male,YES,NO,174738.2,NO
3124,France,Male,YES,NO,67131.3,YES
3125,Spain,Female,YES,YES,165692.03,NO
3126,France,Male,YES,NO,194691.95,NO
3127,Germany,Male,NO,NO,129525.5,YES
3128,Spain,Female,NO,YES,146511.2,NO
3129,Germany,Male,YES,YES,51752.18,NO
3130,Spain,Female,YES,NO,35418.69,YES
3131,Germany,Female,NO,YES,57995.74,NO
3132,France,Male,YES,YES,108152.75,NO
3133,France,Female,YES,NO,166144.98,NO
3134,France,Male,YES,NO,101737.8,NO
3135,France,Male,NO,YES,33326.71,NO
3136,France,Male,YES,YES,81140.09,NO
3137,France,Male,YES,NO,140173.17,YES
3138,France,Male,YES,YES,166513.49,YES
3139,France,Female,YES,YES,103232.6,NO
3140,Spain,Male,YES,NO,120736.04,NO
3141,Germany,Female,NO,NO,15832.43,YES
3142,France,Female,NO,YES,188772.45,NO
3143,Germany,Female,YES,NO,114323.66,NO
3144,Spain,Male,NO,YES,181534.04,NO
3145,Germany,Female,NO,NO,102640.52,YES
3146,France,Female,YES,YES,158585.17,YES
3147,Spain,Male,YES,NO,178722.24,NO
3148,France,Female,YES,YES,153955.38,YES
3149,Spain,Female,YES,NO,65374.86,NO
3150,Germany,Female,NO,YES,102986.15,NO
3151,France,Female,NO,NO,136643.84,NO
3152,France,Female,YES,NO,77063.63,YES
3153,France,Female,YES,YES,9633.01,NO
3154,France,Male,NO,YES,43496.36,NO
3155,Spain,Male,YES,YES,24267.28,NO
3156,Germany,Female,YES,NO,59354.24,YES
3157,Spain,Male,NO,NO,28269.86,NO
3158,France,Female,YES,NO,143162.34,NO
3159,France,Male,YES,NO,20199.3,NO
3160,France,Male,YES,YES,48606.92,NO
3161,Spain,Male,NO,YES,89013.67,NO
3162,Spain,Male,NO,YES,59890.29,NO
3163,Germany,Female,YES,YES,106655.88,YES
3164,France,Female,YES,NO,156439.56,NO
3165,France,Female,YES,NO,24176.44,NO
3166,Germany,Male,NO,YES,43507.1,YES
3167,France,Female,YES,YES,132005.85,YES
3168,France,Female,YES,YES,80496.71,YES
3169,Spain,Male,YES,NO,88947.56,NO
3170,Germany,Female,NO,NO,12639.67,YES
3171,France,Female,YES,YES,94248.16,YES
3172,Germany,Male,NO,NO,11865.76,NO
3173,France,Female,YES,NO,141449.86,NO
3174,Spain,Male,YES,YES,149457.81,NO
3175,France,Female,YES,NO,119814.25,YES
3176,Germany,Male,YES,NO,24924.92,NO
3177,France,Female,NO,YES,139481.53,NO
3178,France,Female,YES,YES,41268.65,NO
3179,France,Female,YES,YES,1351.41,NO
3180,France,Female,YES,NO,147489.76,YES
3181,Spain,Female,YES,NO,111175.09,NO
3182,France,Female,YES,YES,95963.14,NO
3183,France,Male,YES,NO,43128.95,NO
3184,Germany,Male,YES,YES,137674.96,YES
3185,Germany,Female,YES,YES,153383.54,YES
3186,Germany,Female,YES,YES,96660.76,NO
3187,Spain,Female,NO,YES,115818.16,NO
3188,France,Female,YES,YES,37898.5,NO
3189,France,Female,YES,NO,145222.93,NO
3190,France,Female,YES,YES,41219.09,NO
3191,France,Male,YES,NO,59249.83,NO
3192,Spain,Male,YES,YES,116747.62,NO
3193,France,Female,YES,NO,116249.72,YES
3194,France,Female,YES,NO,61257.83,NO
3195,Germany,Male,NO,NO,141798.98,NO
3196,France,Male,YES,NO,102638.35,NO
3197,Spain,Male,NO,NO,13210.56,NO
